School_ID,School_Name,Zip,School_Type,Administrator_Title,AttendanceBoundaries,Student_Count_Total,Student_Count_Low_Income,Student_Count_Special_Ed,Student_Count_English_Learners,Student_Count_Black,Student_Count_Hispanic,Student_Count_White,Student_Count_Asian,Student_Count_Native_American,Student_Count_Other_Ethnicity,Student_Count_Asian_Pacific_Islander,Student_Count_Multi,Student_Count_Hawaiian_Pacific_Islander,Student_Count_Ethnicity_Not_Available,Demographic_Description,ADA_Accessible,DressCode,PreK_School_Day,Kindergarten_School_Day,Classroom_Languages,BilingualServices,RefugeeServices,Title1Eligible,PreSchoolInclusive,PreschoolInstructional,SignificantlyModified,HardOfHearing,VisualImpairments,School_Latitude,School_Longitude,Average_ACT_School,PercentCollege,PercentGraduate,Overall_Rating,Rating_Status
609806,Myra Bradwell Communications Arts & Sciences ES,60649,Neighborhood,Principal,TRUE,648,640,84,12,633,7,3,0,0,0,0,5,0,0,The largest demographic at BRADWELL is Black.  This demographic makes up 97.7% of the student population.  The second greatest demographic is Hispanic at 1.1%.,Generally accessible,TRUE,Half Day,Full Day,,,,TRUE,,,,,,41.754365,-87.557142,,,,Level 2,Intensive Support
610024,Lazaro Cardenas Elementary School,60623,Neighborhood,Principal,TRUE,613,597,80,328,21,585,2,2,1,0,0,2,0,0,The largest demographic at CARDENAS is Hispanic.  This demographic makes up 95.4% of the student population.  The second greatest demographic is Black at 3.4%.,No/unknown accessibility,TRUE,Half Day,Full Day,Spanish,TRUE,,TRUE,,TRUE,,,,41.848488,-87.716017,,,,Level 1+,Good Standing
610245,Frederick A Douglass Academy High School,60644,Neighborhood,Principal,FALSE,162,158,51,1,156,5,0,0,0,0,0,1,0,0,The largest demographic at DOUGLASS HS is Black.  This demographic makes up 96.3% of the student population.  The second greatest demographic is Hispanic at 3.1%.,Generally accessible,TRUE,,Full Day,Spanish,TRUE,,TRUE,,,,,,41.890369,-87.767668,13.6,20.7,56.3,Level 3,Intensive Support
610182,Hannah G Solomon Elementary School,60659,Neighborhood,Principal,TRUE,357,194,80,116,11,51,156,133,0,0,0,6,0,0,The largest demographic at SOLOMON is White.  This demographic makes up 43.7% of the student population.  The second greatest demographic is Asian at 37.3%.,Generally accessible,TRUE,Half Day,Full Day,Chinese,,,FALSE,,TRUE,TRUE,,,41.993942,-87.724043,,,,Level 1+,Good Standing
609966,Charles G Hammond Elementary School,60623,Neighborhood,Principal,TRUE,445,433,85,185,29,406,9,0,0,0,0,0,0,1,The largest demographic at HAMMOND is Hispanic.  This demographic makes up 91.2% of the student population.  The second greatest demographic is Black at 6.5%.,No/unknown accessibility,TRUE,Half Day,Full Day,,TRUE,,TRUE,TRUE,TRUE,,,,41.852719,-87.696243,,,,Level 1+,Provisional Support
609692,Neal F Simeon Career Academy High School,60620,Career academy,Principal,FALSE,1299,1180,120,0,1278,13,1,0,1,0,0,6,0,0,The largest demographic at SIMEON HS is Black.  This demographic makes up 98.4% of the student population.  The second greatest demographic is Hispanic at 1%.,Generally accessible,TRUE,,Full Day,"French, Spanish",FALSE,FALSE,TRUE,,,TRUE,,,41.745781,-87.63541,16.2,63.2,80.7,Level 1,Good Standing
610188,Dunne Technology Academy,60628,Neighborhood,Principal,TRUE,259,228,32,0,254,5,0,0,0,0,0,0,0,0,The largest demographic at DUNNE is Black.  This demographic makes up 98.1% of the student population.  The second greatest demographic is Hispanic at 1.9%.,Generally accessible,TRUE,Half Day,Full Day,,,,TRUE,,,,,,41.696496,-87.639974,,,,Level 1,Good Standing
609744,Northside Learning Center High School,60659,Special Education,Principal,FALSE,218,173,218,65,57,103,43,11,1,0,0,3,0,0,The largest demographic at NORTHSIDE LEARNING HS is Hispanic.  This demographic makes up 47.2% of the student population.  The second greatest demographic is Black at 26.1%.,Fully Accessible,FALSE,,Full Day,American Sign Language,TRUE,,TRUE,,,TRUE,,,41.982973,-87.722386,,0,3.1,Inability to Rate,Good Standing
610219,George Washington Elementary School,60617,Neighborhood,Principal,TRUE,860,633,73,79,9,778,64,2,3,0,0,4,0,0,The largest demographic at WASHINGTON G ES is Hispanic.  This demographic makes up 90.5% of the student population.  The second greatest demographic is White at 7.4%.,Generally accessible,TRUE,Half Day,Full Day,Chinese,TRUE,,TRUE,,,,,,41.688131,-87.536015,,,,Level 1,Good Standing
610334,Al Raby High School,60624,Small,Principal,FALSE,402,395,109,12,374,25,1,1,0,0,0,0,1,0,The largest demographic at RABY HS is Black.  This demographic makes up 93% of the student population.  The second greatest demographic is Hispanic at 6.2%.,Generally accessible,TRUE,,Full Day,Spanish,FALSE,FALSE,TRUE,,,TRUE,,,41.88621,-87.715423,14.5,51.1,73.4,Level 2,Intensive Support
609848,Ira F Aldridge Elementary School,60827,Neighborhood,Principal,TRUE,167,153,23,0,165,2,0,0,0,0,0,0,0,0,The largest demographic at ALDRIDGE is Black.  This demographic makes up 98.8% of the student population.  The second greatest demographic is Hispanic at 1.2%.,Generally accessible,TRUE,Full Day,Full Day,,,,TRUE,,,,,,41.657405,-87.606474,,,,Level 2,Intensive Support
610276,Irvin C Mollison Elementary School,60653,Neighborhood,Principal,TRUE,370,348,30,4,364,1,0,0,0,0,0,3,0,2,The largest demographic at MOLLISON is Black.  This demographic makes up 98.4% of the student population.  The second greatest demographic is Other at 1.3%.,Generally accessible,TRUE,Half Day,Full Day,,,,TRUE,,,,,,41.814358,-87.616618,,,,Level 2,Intensive Support
610013,Pilsen Elementary Community Academy,60608,Neighborhood,Principal,TRUE,356,233,98,135,37,303,8,5,1,0,0,2,0,0,The largest demographic at PILSEN is Hispanic.  This demographic makes up 85.1% of the student population.  The second greatest demographic is Black at 10.4%.,No/unknown accessibility,TRUE,Half Day,Full Day,,,,TRUE,TRUE,TRUE,,,,41.858849,-87.662209,,,,Level 2,Provisional Support
400056,Noble - Rowe-Clark Math and Science Academy,60651,Charter,Director,FALSE,527,487,112,27,386,133,1,2,2,0,0,3,0,0,The largest demographic at NOBLE - ROWE CLARK HS is Black.  This demographic makes up 73.2% of the student population.  The second greatest demographic is Hispanic at 25.2%.,Fully Accessible,TRUE,,,Spanish,FALSE,FALSE,TRUE,,,,,,41.895362,-87.718047,18.5,76.9,82.4,Level 2+,Not Applicable
610385,Multicultural Academy of Scholarship,60623,Small,Principal,TRUE,251,246,63,64,42,204,2,0,2,0,0,1,0,0,The largest demographic at MULTICULTURAL HS is Hispanic.  This demographic makes up 81.3% of the student population.  The second greatest demographic is Black at 16.7%.,Fully Accessible,TRUE,,Full Day,Spanish,TRUE,FALSE,TRUE,,,,,,41.835282,-87.735283,14.6,41,80.9,Level 2+,Good Standing
609800,Frank I Bennett Elementary School,60628,Neighborhood,Principal,TRUE,332,316,29,1,326,0,2,0,0,0,0,4,0,0,The largest demographic at BENNETT is Black.  This demographic makes up 98.2% of the student population.  The second greatest demographic is Other at 1.2%.,No/unknown accessibility,TRUE,Half Day,Full Day,,,,TRUE,,,,,,41.710435,-87.61739,,,,Level 1,Good Standing
610146,Paul Revere Elementary School,60619,Neighborhood,Principal,TRUE,230,226,27,0,227,1,0,0,0,0,0,1,0,1,The largest demographic at REVERE is Black.  This demographic makes up 98.7% of the student population.  The second greatest demographic is Other at 0.8%.,No/unknown accessibility,TRUE,Half Day,Full Day,,,,TRUE,,,,,,41.764196,-87.600177,,,,Level 2+,Intensive Support
609937,John W Garvy Elementary School,60656,Neighborhood,Principal,TRUE,802,334,100,177,6,232,477,42,1,0,0,20,21,3,The largest demographic at GARVY is White.  This demographic makes up 59.5% of the student population.  The second greatest demographic is Hispanic at 28.9%.,No/unknown accessibility,TRUE,,Full Day,,,,FALSE,,,,,,41.976352,-87.796235,,,,Level 1+,Good Standing
610367,Oscar DePriest Elementary School,60644,Neighborhood,Principal,TRUE,602,587,114,7,576,19,1,1,1,0,0,3,1,0,The largest demographic at DEPRIEST is Black.  This demographic makes up 95.7% of the student population.  The second greatest demographic is Hispanic at 3.2%.,Fully Accessible,TRUE,Full and Half Day,Full Day,Spanish,TRUE,,TRUE,,TRUE,TRUE,,TRUE,41.877979,-87.766298,,,,Level 1,Good Standing
610194,Charles Sumner  Math & Science Community Acad ES,60624,Neighborhood,Principal,TRUE,262,246,29,0,258,4,0,0,0,0,0,0,0,0,The largest demographic at SUMNER is Black.  This demographic makes up 98.5% of the student population.  The second greatest demographic is Hispanic at 1.5%.,No/unknown accessibility,TRUE,Full and Half Day,Full Day,,,,TRUE,,,,,,41.870828,-87.733524,,,,Level 1+,Good Standing
609975,John Hay Elementary Community Academy,60651,Neighborhood,Principal,TRUE,419,403,43,18,353,60,2,1,0,0,0,3,0,0,The largest demographic at HAY is Black.  This demographic makes up 84.2% of the student population.  The second greatest demographic is Hispanic at 14.3%.,No/unknown accessibility,TRUE,Full and Half Day,Full Day,,,,TRUE,,,,,,41.899171,-87.755813,,,,Level 2+,Good Standing
609807,Lionel Hampton Fine & Performing Arts ES,60652,Neighborhood,Principal,TRUE,540,486,89,100,240,288,4,0,3,0,0,3,0,2,The largest demographic at HAMPTON is Hispanic.  This demographic makes up 53.3% of the student population.  The second greatest demographic is Black at 44.4%.,Fully Accessible,TRUE,,Full Day,,TRUE,,TRUE,,,TRUE,,,41.753457,-87.708731,,,,Level 2+,Good Standing
400050,Namaste Charter School,60609,Charter,Director,FALSE,478,371,85,196,15,416,37,2,2,0,0,5,1,0,The largest demographic at NAMASTE is Hispanic.  This demographic makes up 87% of the student population.  The second greatest demographic is White at 7.7%.,Generally accessible,TRUE,,Full Day,Spanish,TRUE,,TRUE,,,,,,41.8257,-87.667724,,,,Level 1,Not Applicable
400107,L.E.A.R.N. - South Chicago Campus,60617,Charter,Director,FALSE,474,391,57,41,417,53,3,0,0,0,0,0,1,0,The largest demographic at LEARN - SOUTH CHICAGO is Black.  This demographic makes up 88% of the student population.  The second greatest demographic is Hispanic at 11.2%.,No/unknown accessibility,TRUE,,,,,,TRUE,,,,,,41.733333,-87.54558,,,,Level 2+,Not Applicable
400052,Noble - Gary Comer College Prep,60619,Charter,Director,TRUE,1132,980,172,7,1079,40,0,0,0,0,0,4,0,9,The largest demographic at NOBLE - COMER is Black.  This demographic makes up 95.3% of the student population.  The second greatest demographic is Hispanic at 3.5%.,No/unknown accessibility,TRUE,,,Spanish,FALSE,FALSE,TRUE,,,,,,41.764083,-87.601974,17.9,84.2,88.1,Level 1,Not Applicable
400084,UNO Charter School - Rufino Tamayo,60632,Charter,Director,TRUE,285,271,38,162,1,283,0,0,1,0,0,0,0,0,The largest demographic at UNO - TAMAYO is Hispanic.  This demographic makes up 99.3% of the student population.  The second greatest demographic is Black at 0.4%.,No/unknown accessibility,TRUE,,Full Day,,,,TRUE,,,,,,41.79993,-87.693862,,,,Level 1+,Not Applicable
400053,Noble - Golder College Prep,60642,Charter,Director,FALSE,647,588,102,69,70,554,12,4,2,0,0,5,0,0,The largest demographic at NOBLE - GOLDER HS is Hispanic.  This demographic makes up 85.6% of the student population.  The second greatest demographic is Black at 10.8%.,Generally accessible,TRUE,,,Spanish,FALSE,FALSE,TRUE,,,,,,41.895282,-87.664483,19.5,80.5,81.7,Level 1+,Not Applicable
400010,ACE Technical Charter School,60609,Charter,Director,FALSE,375,369,70,21,307,59,7,0,0,0,0,1,1,0,The largest demographic at ACE TECH HS is Black.  This demographic makes up 81.9% of the student population.  The second greatest demographic is Hispanic at 15.7%.,Generally accessible,TRUE,,,"French, Spanish",TRUE,FALSE,TRUE,,,,,,41.796122,-87.625849,15.2,56.3,68.8,Level 2,Not Applicable
400104,Instituto Health Sciences Career Academy,60608,Charter,Director,FALSE,752,741,139,145,25,721,4,0,1,0,0,0,0,1,The largest demographic at INSTITUTO - HEALTH is Hispanic.  This demographic makes up 95.9% of the student population.  The second greatest demographic is Black at 3.3%.,No/unknown accessibility,TRUE,,,Spanish,FALSE,FALSE,TRUE,,,,,,41.845967,-87.68724,16.7,56.4,82.8,Level 1,Not Applicable
610347,Claremont Academy Elementary School,60636,Neighborhood,Principal,TRUE,443,434,92,26,367,63,5,0,0,0,0,2,6,0,The largest demographic at CLAREMONT is Black.  This demographic makes up 82.8% of the student population.  The second greatest demographic is Hispanic at 14.2%.,Fully Accessible,TRUE,Half Day,Full Day,,,,TRUE,,,TRUE,,,41.777511,-87.681061,,,,Level 1+,Good Standing
400128,YCCS-CCA Academy HS,60623,Charter,Director,FALSE,178,176,42,0,177,1,0,0,0,0,0,0,0,0,The largest demographic at YCCS - CCA ACADEMY is Black.  This demographic makes up 99.4% of the student population.  The second greatest demographic is Hispanic at 0.6%.,No/unknown accessibility,FALSE,,,,,,,,,,,,41.864943,-87.723662,13.4,6.3,,Level 1,Not Applicable
610111,John Palmer Elementary School,60630,Neighborhood,Principal,TRUE,825,686,102,281,11,402,243,118,1,0,0,8,41,1,The largest demographic at PALMER is Hispanic.  This demographic makes up 48.7% of the student population.  The second greatest demographic is White at 29.5%.,No/unknown accessibility,TRUE,Half Day,Full Day,,TRUE,,TRUE,,,,,,41.973289,-87.739213,,,,Level 1+,Good Standing
400172,ASPIRA Business and Finance,60618,Charter,Director,FALSE,333,322,77,101,5,315,8,1,2,0,0,2,0,0,The largest demographic at ASPIRA - BUSINESS & FINANCE HS is Hispanic.  This demographic makes up 94.6% of the student population.  The second greatest demographic is White at 2.4%.,No/unknown accessibility,FALSE,,,,,,,,,,,,41.935726,-87.718204,,,,Level 1+,Not Applicable
610534,Skinner North,60610,Classical,Principal,FALSE,486,46,27,1,62,57,195,143,0,0,0,27,2,0,The largest demographic at SKINNER NORTH is White.  This demographic makes up 40.1% of the student population.  The second greatest demographic is Asian at 29.4%.,Generally accessible,FALSE,,Full Day,,,,FALSE,,,,,,41.905109,-87.644841,,,,Level 1+,Good Standing
610369,Mahalia Jackson Elementary School,60620,Neighborhood,Principal,TRUE,335,324,60,0,327,5,1,0,0,0,0,1,0,1,The largest demographic at JACKSON M is Black.  This demographic makes up 97.6% of the student population.  The second greatest demographic is Hispanic at 1.5%.,Fully Accessible,TRUE,Full Day,Full Day,,FALSE,,TRUE,,,TRUE,TRUE,,41.734125,-87.646767,,,,Level 3,Intensive Support
400124,YCCS-Ada S. McKinley-Lakeside HS,60616,Charter,Director,FALSE,174,173,39,0,170,4,0,0,0,0,0,0,0,0,The largest demographic at YCCS - MCKINLEY is Black.  This demographic makes up 97.7% of the student population.  The second greatest demographic is Hispanic at 2.3%.,No/unknown accessibility,FALSE,,,,,,,,,,,,41.841331,-87.625331,13.9,12.5,,Level 2+,Not Applicable
610183,Spencer Technology Academy,60644,Neighborhood,Principal,TRUE,684,664,92,2,670,10,2,0,0,0,0,2,0,0,The largest demographic at SPENCER is Black.  This demographic makes up 98% of the student population.  The second greatest demographic is Hispanic at 1.5%.,Generally accessible,TRUE,Half Day,Full Day,,,,TRUE,,,,,,41.884876,-87.750445,,,,Level 2,Intensive Support
610220,Thomas J Waters Elementary School,60625,Neighborhood,Principal,TRUE,633,237,51,96,21,238,314,23,1,0,0,32,4,0,The largest demographic at WATERS is White.  This demographic makes up 49.6% of the student population.  The second greatest demographic is Hispanic at 37.6%.,No/unknown accessibility,FALSE,,Full Day,,TRUE,,FALSE,,,,,,41.964165,-87.691433,,,,Level 1+,Good Standing
400077,University of Chicago - Woodlawn,60637,Charter,Director,TRUE,613,507,103,1,601,5,4,0,0,0,0,2,1,0,The largest demographic at U OF C - WOODLAWN HS is Black.  This demographic makes up 98% of the student population.  The second greatest demographic is Hispanic at 0.8%.,Generally accessible,TRUE,,,,FALSE,FALSE,TRUE,,,,,,41.77813,-87.598114,17.2,80.4,76.3,Level 1,Not Applicable
610539,Marvin Camras Elementary School,60634,Neighborhood,Principal,TRUE,973,869,121,374,13,868,59,21,6,0,0,3,2,1,The largest demographic at CAMRAS is Hispanic.  This demographic makes up 89.2% of the student population.  The second greatest demographic is White at 6.1%.,Fully Accessible,TRUE,Half Day,Full Day,"Polish, Spanish",TRUE,,TRUE,TRUE,,,,,41.934931,-87.770127,,,,Level 2+,Good Standing
400164,Instituto - Justice Lozano Mastery,60608,Charter,Director,FALSE,31,30,2,3,1,30,0,0,0,0,0,0,0,0,The largest demographic at INSTITUTO - LOZANO MASTERY HS is Hispanic.  This demographic makes up 96.8% of the student population.  The second greatest demographic is Black at 3.2%.,No/unknown accessibility,FALSE,,,,,,,,,,,,41.845957,-87.685903,14.9,18.2,,Level 2,Not Applicable
610251,Willa Cather Elementary School,60612,Neighborhood,Principal,TRUE,395,381,76,3,383,8,0,3,0,0,0,1,0,0,The largest demographic at CATHER is Black.  This demographic makes up 97% of the student population.  The second greatest demographic is Hispanic at 2%.,Generally accessible,TRUE,Full and Half Day,Full Day,,FALSE,,TRUE,TRUE,,,,,41.88295,-87.699187,,,,Level 1,Good Standing
400026,CICS - Loomis Primary,60643,Charter,Director,FALSE,542,496,53,1,531,3,1,0,0,0,0,2,0,5,The largest demographic at CICS - LOOMIS is Black.  This demographic makes up 98% of the student population.  The second greatest demographic is Other at 1.3%.,Generally accessible,TRUE,,Full Day,,,,TRUE,,,,,,41.720246,-87.657561,,,,Inability to Rate,Not Applicable
610235,Ella Flagg Young Elementary School,60651,Neighborhood,Principal,TRUE,882,857,114,46,766,98,2,2,3,0,0,4,5,2,The largest demographic at YOUNG ES is Black.  This demographic makes up 86.8% of the student population.  The second greatest demographic is Hispanic at 11.1%.,No/unknown accessibility,TRUE,Full and Half Day,Full Day,,TRUE,,TRUE,,,,,,41.906791,-87.767143,,,,Level 1,Good Standing
400025,CICS - Bucktown,60647,Charter,Director,FALSE,696,499,92,110,78,572,24,4,6,0,0,10,0,2,The largest demographic at CICS - BUCKTOWN is Hispanic.  This demographic makes up 82.2% of the student population.  The second greatest demographic is Black at 11.2%.,No/unknown accessibility,TRUE,,Full Day,,,,TRUE,,,,,,41.922415,-87.681358,,,,Level 2+,Not Applicable
610163,Frederick Stock Elementary School,60631,Special Education,Principal,FALSE,247,48,116,34,3,54,177,7,0,0,0,5,0,1,The largest demographic at STOCK is White.  This demographic makes up 71.7% of the student population.  The second greatest demographic is Hispanic at 21.9%.,Generally accessible,FALSE,Half Day,Full Day,,,,FALSE,TRUE,TRUE,,,,42.016892,-87.814195,,,,Inability to Rate,Good Standing
609871,Barbara Vick Early Childhood & Family Center,60655,Special Education,Principal,FALSE,355,196,172,82,76,157,113,2,0,0,0,2,0,5,The largest demographic at VICK is Hispanic.  This demographic makes up 44.2% of the student population.  The second greatest demographic is White at 31.8%.,Generally accessible,FALSE,Half Day,Full Day,Spanish,TRUE,,FALSE,TRUE,TRUE,,,,41.688191,-87.685677,,,,Inability to Rate,Good Standing
609813,Charles S Brownell Elementary School,60637,Neighborhood,Principal,TRUE,200,199,23,2,195,3,0,0,0,0,0,1,0,1,The largest demographic at BROWNELL is Black.  This demographic makes up 97.5% of the student population.  The second greatest demographic is Hispanic at 1.5%.,No/unknown accessibility,TRUE,Half Day,Full Day,,,,TRUE,,,,,,41.77162,-87.621746,,,,Level 2+,Good Standing
610179,Washington D Smyser Elementary School,60634,Neighborhood,Principal,TRUE,987,748,75,216,18,609,312,35,3,0,0,5,5,0,The largest demographic at SMYSER is Hispanic.  This demographic makes up 61.7% of the student population.  The second greatest demographic is White at 31.6%.,No/unknown accessibility,TRUE,Half Day,Full Day,"Polish, Spanish",TRUE,,TRUE,,,TRUE,,,41.958868,-87.781975,,,,Level 1,Good Standing
609795,George Rogers Clark Elementary School,60644,Neighborhood,Principal,TRUE,251,226,22,37,151,84,7,2,2,0,0,3,1,1,The largest demographic at CLARK ES is Black.  This demographic makes up 60.2% of the student population.  The second greatest demographic is Hispanic at 33.5%.,Generally accessible,TRUE,Half Day,Full Day,,,,TRUE,,,,,,41.867813,-87.770418,,,,Level 2+,Good Standing
610065,Emmett Louis Till Math and Science Academy,60637,Neighborhood,Principal,TRUE,342,339,48,1,336,3,0,0,2,0,0,1,0,0,The largest demographic at TILL is Black.  This demographic makes up 98.2% of the student population.  The second greatest demographic is Hispanic at 0.9%.,Generally accessible,TRUE,Full Day,Full Day,,,,TRUE,,,,,,41.775424,-87.609357,,,,Level 1,Intensive Support
610228,John Greenleaf Whittier Elementary School,60608,Neighborhood,Principal,TRUE,262,255,32,171,0,260,2,0,0,0,0,0,0,0,The largest demographic at WHITTIER is Hispanic.  This demographic makes up 99.2% of the student population.  The second greatest demographic is White at 0.8%.,No/unknown accessibility,TRUE,Half Day,Full Day,,TRUE,,TRUE,,,,,,41.850481,-87.673392,,,,Level 2+,Provisional Support
609907,Leif Ericson Elementary Scholastic Academy,60624,Magnet,Principal,FALSE,446,427,35,2,432,4,0,0,0,0,0,3,0,7,The largest demographic at ERICSON is Black.  This demographic makes up 96.9% of the student population.  The second greatest demographic is Other at 2.3%.,Generally accessible,TRUE,,Full Day,,,,TRUE,,,,,,41.875744,-87.715804,,,,Level 1,Good Standing
610006,Edward N Hurley Elementary School,60629,Neighborhood,Principal,TRUE,849,779,75,269,6,835,3,0,1,0,0,0,0,4,The largest demographic at HURLEY is Hispanic.  This demographic makes up 98.4% of the student population.  The second greatest demographic is Black at 0.7%.,No/unknown accessibility,TRUE,Half Day,Full Day,Spanish,TRUE,,TRUE,,,,,,41.766785,-87.719541,,,,Level 1,Good Standing
610015,Joseph Jungman Elementary School,60608,Neighborhood,Principal,TRUE,286,275,71,128,32,247,2,1,1,0,0,2,0,1,The largest demographic at JUNGMAN is Hispanic.  This demographic makes up 86.4% of the student population.  The second greatest demographic is Black at 11.2%.,Fully Accessible,TRUE,Half Day,Full Day,Spanish,TRUE,,TRUE,,,TRUE,,,41.858065,-87.652302,,,,Level 1,Good Standing
609829,John C Burroughs Elementary School,60632,Neighborhood,Principal,TRUE,484,442,54,178,8,457,15,2,0,0,0,1,1,0,The largest demographic at BURROUGHS is Hispanic.  This demographic makes up 94.4% of the student population.  The second greatest demographic is White at 3.1%.,No/unknown accessibility,TRUE,Half Day,Full Day,,,,TRUE,,,,,,41.828868,-87.692457,,,,Level 1,Good Standing
610077,Donald Morrill Math & Science Elementary School,60629,Neighborhood,Principal,TRUE,750,726,92,252,290,451,6,0,1,0,0,2,0,0,The largest demographic at MORRILL is Hispanic.  This demographic makes up 60.1% of the student population.  The second greatest demographic is Black at 38.7%.,No/unknown accessibility,TRUE,Half Day,Full Day,,,,TRUE,,,,,,41.784313,-87.688549,,,,Level 2+,Good Standing
609713,Hyde Park Academy High School,60637,Neighborhood,Principal,TRUE,717,707,148,3,704,7,0,0,2,0,0,4,0,0,The largest demographic at HYDE PARK HS is Black.  This demographic makes up 98.2% of the student population.  The second greatest demographic is Hispanic at 1%.,Fully Accessible,TRUE,,Full Day,"French, Spanish",FALSE,FALSE,TRUE,,,TRUE,,,41.782257,-87.586615,15.7,47.7,53.6,Level 2,Intensive Support
609862,Edward Coles Elementary Language Academy,60617,Neighborhood,Principal,TRUE,477,462,66,5,465,7,0,2,0,0,0,2,0,1,The largest demographic at COLES is Black.  This demographic makes up 97.5% of the student population.  The second greatest demographic is Hispanic at 1.5%.,No/unknown accessibility,TRUE,Half Day,Full Day,,FALSE,FALSE,TRUE,,TRUE,,,,41.741413,-87.56597,,,,Level 1+,Good Standing
610030,Charles Kozminski Elementary Community Academy,60615,Neighborhood,Principal,TRUE,276,257,42,5,268,5,0,2,0,0,0,1,0,0,The largest demographic at KOZMINSKI is Black.  This demographic makes up 97.1% of the student population.  The second greatest demographic is Hispanic at 1.8%.,No/unknown accessibility,TRUE,Half Day,Full Day,,,,TRUE,TRUE,,,,,41.798002,-87.602481,,,,Level 2,Intensive Support
400176,Excel - Southwest HS,60629,Citywide-Option,Principal,FALSE,174,166,42,2,155,14,0,0,1,0,0,3,0,1,The largest demographic at CAMELOT - EXCEL SOUTHWEST HS is Black.  This demographic makes up 89.1% of the student population.  The second greatest demographic is Hispanic at 8%.,No/unknown accessibility,FALSE,,,,,,,,,,,,41.765929,-87.69073,13.6,27.3,,Level 2+,Good Standing
609863,Christopher Columbus Elementary School,60622,Neighborhood,Principal,TRUE,300,232,27,119,23,73,196,3,0,0,0,5,0,0,The largest demographic at COLUMBUS is White.  This demographic makes up 65.3% of the student population.  The second greatest demographic is Hispanic at 24.3%.,No/unknown accessibility,TRUE,Half Day,Full Day,,TRUE,,TRUE,,,,,,41.899566,-87.681938,,,,Level 1,Good Standing
609786,Avalon Park Elementary School,60619,Neighborhood,Principal,TRUE,287,274,34,1,282,1,2,0,0,0,0,1,1,0,The largest demographic at AVALON PARK is Black.  This demographic makes up 98.3% of the student population.  The second greatest demographic is White at 0.7%.,No/unknown accessibility,TRUE,Half Day,Full Day,,,,TRUE,,,,,,41.748247,-87.591654,,,,Level 1+,Provisional Support
610133,Laura S Ward Elementary School,60624,Neighborhood,Principal,TRUE,528,522,53,15,486,35,2,0,0,0,0,1,1,3,The largest demographic at WARD L is Black.  This demographic makes up 92% of the student population.  The second greatest demographic is Hispanic at 6.6%.,Generally accessible,TRUE,Full and Half Day,Full Day,,,,TRUE,,,,,,41.893236,-87.718797,,,,Level 1+,Good Standing
610165,Franz Peter Schubert Elementary School,60639,Neighborhood,Principal,TRUE,864,811,94,461,19,809,22,10,0,0,0,2,0,2,The largest demographic at SCHUBERT is Hispanic.  This demographic makes up 93.6% of the student population.  The second greatest demographic is White at 2.5%.,No/unknown accessibility,TRUE,Half Day,Full Day,Spanish,,,TRUE,,,,,,41.930403,-87.76119,,,,Level 1,Good Standing
610515,Disney II Magnet School,60641,Magnet,Principal,FALSE,426,128,41,57,37,164,187,23,2,0,0,9,3,1,The largest demographic at DISNEY II ES is White.  This demographic makes up 43.9% of the student population.  The second greatest demographic is Hispanic at 38.5%.,Generally accessible,FALSE,,Full Day,"Arabic, Spanish",,FALSE,FALSE,,,,,,41.950461,-87.730678,,,,Level 1+,Good Standing
610304,Phoenix Military Academy High School,60612,Military academy,Principal,FALSE,534,505,39,16,117,404,3,6,2,0,0,2,0,0,The largest demographic at PHOENIX MILITARY HS is Hispanic.  This demographic makes up 75.7% of the student population.  The second greatest demographic is Black at 21.9%.,Generally accessible,TRUE,,Full Day,Spanish,TRUE,FALSE,TRUE,,,,,,41.879118,-87.68696,19,45.2,91.5,Level 1+,Good Standing
610561,Richard T Crane Medical Preparatory HS,60612,Magnet,Principal,FALSE,580,502,23,8,420,144,4,8,1,0,0,3,0,0,The largest demographic at CRANE MEDICAL HS is Black.  This demographic makes up 72.4% of the student population.  The second greatest demographic is Hispanic at 24.8%.,Generally accessible,TRUE,,Full Day,"Chinese, French, Spanish",FALSE,FALSE,TRUE,,,,,,41.876947,-87.683301,18.7,,,Level 1,Good Standing
609938,Joseph E Gary Elementary School,60623,Neighborhood,Principal,TRUE,1125,1085,161,458,1,1104,14,1,4,0,0,0,0,1,The largest demographic at GARY is Hispanic.  This demographic makes up 98.1% of the student population.  The second greatest demographic is White at 1.2%.,No/unknown accessibility,TRUE,Half Day,Full Day,Spanish,TRUE,FALSE,TRUE,,,TRUE,,,41.837065,-87.718697,,,,Level 1,Good Standing
609927,Foster Park Elementary School,60620,Neighborhood,Principal,TRUE,391,362,81,2,374,12,1,2,0,0,0,2,0,0,The largest demographic at FOSTER PARK is Black.  This demographic makes up 95.7% of the student population.  The second greatest demographic is Hispanic at 3.1%.,No/unknown accessibility,TRUE,Half Day,Full Day,,,,TRUE,,TRUE,TRUE,,,41.738425,-87.668099,,,,Level 1,Good Standing
610581,Magic Johnson- Brainerd HS,60620,Citywide-Option,Principal,FALSE,135,125,29,0,127,7,0,0,0,0,0,1,0,0,The largest demographic at MAGIC JOHNSON - BRAINERD HS is Black.  This demographic makes up 94.1% of the student population.  The second greatest demographic is Hispanic at 5.2%.,No/unknown accessibility,FALSE,,,,,,,,,,,,41.731492,-87.66314,14.2,,,Level 2,Provisional Support
